_id	category	counts	completions	average	broad_cats	predicted_cats	Curator_or_Algorithm	name	description
figshare12449819	Clinical	2	3	0.666666667	Clinical	"['Diagnosis', 'Treatment']"	Curator	Data_Sheet_4_Immune-Inflammatory Parameters in COVID-19 Cases: A Systematic Review and Meta-Analysis.DOC	"Background: The recent outbreak of coronavirus disease 2019 (COVID-19) has been rapidly spreading on a global scale and poses a great threat to human health. Acute respiratory distress syndrome, characterized by a rapid onset of generalized inflammation, is the leading cause of mortality in patients with COVID-19. We thus aimed to explore the effect of risk factors on the severity of the disease, focusing on immune-inflammatory parameters, which represent the immune status of patients. Methods: A comprehensive systematic search for relevant studies published up to April 2020 was performed by using the PubMed, Web of Science, EMBASE, and China National Knowledge Internet (CNKI) databases. After extracting all available data of immune-inflammatory indicators, we statistically analyzed the risk factors of severe and non-severe COVID-19 patients with a meta-analysis. Results: A total of 4,911 patients from 29 studies were included in the final meta-analysis. The results demonstrated that severe patients tend to present with increased white blood cell (WBC) and neutrophil counts, neutrophil-lymphocyte ratio (NLR), procalcitonin (PCT), C-reaction protein (CRP), erythrocyte sedimentation rate (ESR), and Interleukin-6 (IL-6) and a decreased number of total lymphocyte and lymphocyte subtypes, such as CD4+ T lymphocyte and CD8+ T lymphocyte, compared to the non-severe patients. In addition, the WBC count>10 × 10<sup>9</sup>/L, lymphocyte count<1 × 10<sup>9</sup>/L, PCT>0.5 ng/mL, and CRP>10 mg/L were risk factors for disease progression in patients with COVID-19 (WBC count>10 × 10<sup>9</sup>/L: OR = 2.92, 95% CI: 1.96–4.35; lymphocyte count<1 × 10<sup>9</sup>/L: OR = 4.97, 95% CI: 3.53–6.99; PCT>0.5 ng/mL: OR = 6.33, 95% CI: 3.97–10.10; CRP>10 mg/L: OR = 3.51, 95% CI: 2.38–5.16). Furthermore, we found that NLR, as a novel marker of systemic inflammatory response, can also help predict clinical severity in patients with COVID-19 (OR = 2.50, 95% CI: 2.04–3.06). Conclusions: Immune-inflammatory parameters, such as WBC, lymphocyte, PCT, CRP, and NLR, could imply the progression of COVID-19. NLR has taken both the levels of neutrophil and lymphocyte into account, indicating a more complete, accurate, and reliable inspection efficiency; surveillance of NLR may help clinicians identify high-risk COVID-19 patients at an early stage. "
figshare12449846	Clinical	3	3	1	Clinical	"['Diagnosis', 'Treatment', 'Case Descriptions']"	Both	Data_Sheet_1_Clinical Characteristics of COVID-19 Patients With Gastrointestinal Symptoms: An Analysis of Seven Patients in China.pdf	"Objectives: Patients with novel coronavirus disease 2019 (COVID-19) can present with gastrointestinal symptoms as their initial symptoms or as the main manifestations during disease progression, but the clinical characteristics of these patients are still unknown. Methods: We identified COVID-19 patients who admitted to Xiangyang No. 1 People's Hospital and presented with gastrointestinal symptoms as their initial or main symptoms. Their medical records were reviewed by two independent clinical scientists. The epidemiological and clinical characteristics as well as the clinical outcomes were analyzed. Results: Among 142 confirmed COVID-19 cases, 7 (4.9%) of them presented with gastrointestinal symptoms. Three patients had gastrointestinal symptoms as the initial symptoms and chief complaints, and 4 patients as the main symptoms during disease progression. Six patients had symptoms of diarrhea (3–16 days), 7 with anorexia (7–22 days), 6 with upper abdominal discomfort (1–7 days), and 4 with nausea (1–7 days), 1 with heartburn lasting 2 days, and 2 with vomiting symptoms (1 day). The chest CT scan showed typical COVID-19 imaging features, and associated with the progression of the disease. During treatment, 2 patients died due to organ failure. Discussion: COVID-19 patients with gastrointestinal symptoms are relatively rare and might be misdiagnosed. The clinical features include watery stools, anorexia, and upper abdominal discomfort. These patients may have severe disease and be associated with a poor prognosis. The underlying mechanisms of SARS-CoV-2 related gastrointestinal symptoms need to clarify in future studies. "
figshare4321055	Diagnosis	2	3	0.666666667	Diagnosis	['Mechanism']	Algorithm	Additional file 14: Table S12. of RNA sequencing-based analysis of the spleen transcriptome following infectious bronchitis virus infection of chickens selected for different mannose-binding lectin serum concentrations	Differentially expressed genes (FDR < 0.05) for comparison between uninfected and infected L10H birds at week 1. (TXT 88 kb)
figshare4381229	Epidemiology	3	3	1	Epidemiology	['Mechanism']	Curator--molecular epidemiology	Additional file 2: of The global spread of Middle East respiratory syndrome: an analysis fusing traditional epidemiological tracing and molecular phylodynamics	"Figure S1. Results of recombination analysis. Out of all 196 MERS-CoV ORF1a/b sequences, two strains were detected by Bootscan/Recscan method in RDP as recombinant strains. Figure S2. Likelihood mapping of MERS ORF1a/b (a) main dataset, (b) human subset, and (c) camel subset. Main dataset has both camel and human sequences. Each dot represents the likelihoods of the three possible unrooted trees for a set of four randomly selected sequences: dots close to the corners represent tree-like phylogenetic signal and those at the sides represent network-like signal. The central area of the likelihood map represents star-like signal of unresolved phylogenetic information. Figure S3. Temporal signal analysis using TempEst. Plots of the root-to-tip genetic distance against sampling time are shown for phylogenies estimated from three alignments: (a) main dataset with both human and camel sequences, (b) human sequences, and (c) camel sequences. Figure S4. Time-scaled phylogeographic tree of MERS-CoV ORF1a/b sequences isolated from humans and camels by country. Each color shown in legend represents country of sampled sequence (tip branches) as well as ancestral lineage (internal branches) inferred by Bayesian phylogeography. Brown camel symbols represent MERS-CoV sequences isolated from camels. * represents posterior probability for the clade >0.90. ** >0.95 and *** >0.99. Figure S5. Time-scaled phylogeographic tree of MERS-CoV ORF1a/b sequences isolated from humans by city. Each color shown in legend represents city or region of sampled sequence (tip branches) as well as ancestral lineage (internal branches) inferred by Bayesian phylogeography. * represents posterior probability for the clade >0.90. ** for >0.95 and *** for >0.99. Figure S6. Time-scaled phylogeographic tree of MERS-CoV ORF1a/b sequences isolated from humans by country. Each color shown in legend represents country of sampled sequence (tip branches) as well as ancestral lineage (internal branches) inferred by Bayesian phylogeography. * represents posterior probability for the clade >0.90. ** for >0.95 and *** for >0.99. (ZIP 945 kb)"
figshare4381229	Classical epidemiology	2	3	0.666666667	Epidemiology	['Mechanism']	Neither--molecular epidemiology	Additional file 2: of The global spread of Middle East respiratory syndrome: an analysis fusing traditional epidemiological tracing and molecular phylodynamics	"Figure S1. Results of recombination analysis. Out of all 196 MERS-CoV ORF1a/b sequences, two strains were detected by Bootscan/Recscan method in RDP as recombinant strains. Figure S2. Likelihood mapping of MERS ORF1a/b (a) main dataset, (b) human subset, and (c) camel subset. Main dataset has both camel and human sequences. Each dot represents the likelihoods of the three possible unrooted trees for a set of four randomly selected sequences: dots close to the corners represent tree-like phylogenetic signal and those at the sides represent network-like signal. The central area of the likelihood map represents star-like signal of unresolved phylogenetic information. Figure S3. Temporal signal analysis using TempEst. Plots of the root-to-tip genetic distance against sampling time are shown for phylogenies estimated from three alignments: (a) main dataset with both human and camel sequences, (b) human sequences, and (c) camel sequences. Figure S4. Time-scaled phylogeographic tree of MERS-CoV ORF1a/b sequences isolated from humans and camels by country. Each color shown in legend represents country of sampled sequence (tip branches) as well as ancestral lineage (internal branches) inferred by Bayesian phylogeography. Brown camel symbols represent MERS-CoV sequences isolated from camels. * represents posterior probability for the clade >0.90. ** >0.95 and *** >0.99. Figure S5. Time-scaled phylogeographic tree of MERS-CoV ORF1a/b sequences isolated from humans by city. Each color shown in legend represents city or region of sampled sequence (tip branches) as well as ancestral lineage (internal branches) inferred by Bayesian phylogeography. * represents posterior probability for the clade >0.90. ** for >0.95 and *** for >0.99. Figure S6. Time-scaled phylogeographic tree of MERS-CoV ORF1a/b sequences isolated from humans by country. Each color shown in legend represents country of sampled sequence (tip branches) as well as ancestral lineage (internal branches) inferred by Bayesian phylogeography. * represents posterior probability for the clade >0.90. ** for >0.95 and *** for >0.99. (ZIP 945 kb)"
pdb5R82	Pathology/Radiology	2	3	0.666666667	Diagnosis	"['Mechanism', 'Treatment']"	Algorithm--Mechanism	PanDDA analysis group deposition -- Crystal Structure of COVID-19 main protease in complex with Z219104216	PanDDA analysis group deposition -- Crystal Structure of COVID-19 main protease in complex with Z219104216
pdb5R83	Molecular epidemiology	2	3	0.666666667	Epidemiology	"['Mechanism', 'Treatment']"	Algorithm--Mechanism	PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 main protease in complex with Z44592329	PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 main protease in complex with Z44592329
pdb5R84	Mechanism of Infection	2	3	0.666666667	Mechanism	['Treatment']	Curator--Mechanism	PanDDA analysis group deposition -- Crystal Structure of COVID-19 main protease in complex with Z31792168	PanDDA analysis group deposition -- Crystal Structure of COVID-19 main protease in complex with Z31792168
pdb5REC	Molecular epidemiology	2	3	0.666666667	Epidemiology	"['Mechanism', 'Treatment']"	Algorithm--Mechanism	PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 main protease in complex with Z1587220559	PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 main protease in complex with Z1587220559
pdb6W01	Biologics	2	3	0.666666667	Treatment	['Mechanism']	Algorithm--Mechanism	The 1.9 A Crystal Structure of NSP15 Endoribonuclease from SARS CoV-2 in the Complex with a Citrate	The 1.9 A Crystal Structure of NSP15 Endoribonuclease from SARS CoV-2 in the Complex with a Citrate
pdb6WEY	Biologics	2	3	0.666666667	Treatment	['Mechanism']	Algorithm--Mechanism	High-resolution structure of the SARS-CoV-2 NSP3 Macro X domain	High-resolution structure of the SARS-CoV-2 NSP3 Macro X domain
pdb6YUN	Molecular epidemiology	2	3	0.666666667	Epidemiology	['Mechanism']		1.45 Angstrom Resolution Crystal Structure of C-terminal Dimerization Domain of Nucleocapsid Phosphoprotein from SARS-CoV-2	1.45 Angstrom Resolution Crystal Structure of C-terminal Dimerization Domain of Nucleocapsid Phosphoprotein from SARS-CoV-2
pdb6YUN	Viral Shedding / Persistence	2	3	0.666666667	Transmission	['Mechanism']		1.45 Angstrom Resolution Crystal Structure of C-terminal Dimerization Domain of Nucleocapsid Phosphoprotein from SARS-CoV-2	1.45 Angstrom Resolution Crystal Structure of C-terminal Dimerization Domain of Nucleocapsid Phosphoprotein from SARS-CoV-2
pdb6YUN	Biologics	2	3	0.666666667	Treatment	['Mechanism']		1.45 Angstrom Resolution Crystal Structure of C-terminal Dimerization Domain of Nucleocapsid Phosphoprotein from SARS-CoV-2	1.45 Angstrom Resolution Crystal Structure of C-terminal Dimerization Domain of Nucleocapsid Phosphoprotein from SARS-CoV-2
